conv_id,depth,tweet_id,author_id,inbound,created_at,text
2559,1,2558,AmazonHelp,False,Tue Oct 31 22:49:00 +0000 2017,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB
2559,2,2556,116317,True,Tue Oct 31 22:51:14 +0000 2017,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show."
2559,3,2554,AmazonHelp,False,Tue Oct 31 22:58:27 +0000 2017,"@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE"
2559,4,2555,116317,True,Wed Nov 01 01:55:49 +0000 2017,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays
2559,5,2557,AmazonHelp,False,Wed Nov 01 02:15:00 +0000 2017,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA
2561,0,2561,116318,True,Tue Oct 31 21:26:14 +0000 2017,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0
2561,1,2560,AmazonHelp,False,Tue Oct 31 22:57:00 +0000 2017,"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC"
2565,0,2565,116319,True,Tue Oct 31 22:36:21 +0000 2017,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex
2565,1,2564,AmazonHelp,False,Tue Oct 31 22:54:27 +0000 2017,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ"
2580,0,2580,116322,True,Tue Oct 31 22:46:16 +0000 2017,the @amazonhelp queue is clueless on Amazon Household
2580,1,2578,AmazonHelp,False,Tue Oct 31 22:49:00 +0000 2017,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC"
2580,2,2579,116322,True,Tue Oct 31 22:50:15 +0000 2017,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile"
2586,0,2586,116323,True,Tue Oct 31 20:28:23 +0000 2017,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!
2586,1,2585,AmazonHelp,False,Tue Oct 31 20:48:00 +0000 2017,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB
2586,2,2584,116323,True,Tue Oct 31 22:11:58 +0000 2017,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it
2586,3,2583,AmazonHelp,False,Tue Oct 31 22:48:00 +0000 2017,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE
3729,0,3729,116611,True,Tue Oct 31 22:34:33 +0000 2017,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me
3729,1,3727,AmazonHelp,False,Tue Oct 31 23:11:29 +0000 2017,@116611 I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk ^LA
3729,2,3728,116611,True,Tue Oct 31 23:12:06 +0000 2017,@AmazonHelp All of them
3729,3,3730,AmazonHelp,False,Tue Oct 31 23:15:34 +0000 2017,@116611 Hmm.... Let's take a closer look into what's going on here: https://t.co/jzvkhdlrK5 ^ML
3733,0,3733,116612,True,Tue Oct 31 22:57:48 +0000 2017,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked..."
3733,1,3731,AmazonHelp,False,Tue Oct 31 23:07:02 +0000 2017,@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN
3733,2,3732,116612,True,Tue Oct 31 23:29:03 +0000 2017,@AmazonHelp I can’t log in because it’s locked.
3733,3,3734,AmazonHelp,False,Tue Oct 31 23:36:32 +0000 2017,"@116612 The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time! ^VB"
3737,0,3737,116613,True,Tue Oct 31 22:54:07 +0000 2017,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?
3737,1,3735,AmazonHelp,False,Tue Oct 31 23:06:31 +0000 2017,@116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS
3737,2,3736,116613,True,Tue Oct 31 23:13:39 +0000 2017,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine
3737,3,3738,AmazonHelp,False,Wed Nov 01 05:10:28 +0000 2017,"@116613 Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß ^DS"
3740,0,3740,116614,True,Tue Oct 31 22:49:24 +0000 2017,"@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?"
3740,1,3739,AmazonHelp,False,Tue Oct 31 23:04:57 +0000 2017,@116614 Olá Georgiano. Sinto muito em saber disso. Por favor entre em contato com o nosso SAC no seguinte link: https://t.co/ouAOLcNWp4 ^JJ
4788,0,4788,116830,True,Tue Oct 31 23:18:00 +0000 2017,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime
4788,1,4787,AmazonHelp,False,Tue Oct 31 23:25:39 +0000 2017,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL
4859,0,4859,116849,True,Mon Oct 30 23:53:59 +0000 2017,@AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck
4859,1,4858,AmazonHelp,False,Tue Oct 31 00:47:34 +0000 2017,@116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE
4859,2,4857,116849,True,Tue Oct 31 02:03:11 +0000 2017,@AmazonHelp USAs Amazon. Com
4859,3,4856,AmazonHelp,False,Tue Oct 31 02:36:31 +0000 2017,@116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN
4859,4,4855,116849,True,Tue Oct 31 13:47:53 +0000 2017,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU"
4859,5,4854,AmazonHelp,False,Tue Oct 31 14:13:27 +0000 2017,@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH
4859,6,4853,116849,True,Tue Oct 31 17:55:09 +0000 2017,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating"
4859,7,4852,AmazonHelp,False,Tue Oct 31 18:05:02 +0000 2017,"@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD"
4859,8,4850,116849,True,Tue Oct 31 23:12:08 +0000 2017,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX"
4859,9,4846,AmazonHelp,False,Tue Oct 31 23:20:32 +0000 2017,"@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT"
4859,10,4847,116849,True,Wed Nov 01 02:12:48 +0000 2017,@AmazonHelp will i loose my account? Already tried help by link and by calling customer service
5149,0,5149,116919,True,Sun Nov 26 00:13:22 +0000 2017,@AmazonHelp Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message https://t.co/o6zINm6HBC
5149,1,5148,AmazonHelp,False,Sun Nov 26 00:21:26 +0000 2017,@116919 Very strange! Is your friend able to replicate the issue on his app? You might also need to try uninstalling and reinstalling the app.  ^JP
5285,0,5285,116923,True,Sun Nov 26 00:03:17 +0000 2017,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?
5285,1,5283,AmazonHelp,False,Sun Nov 26 00:19:30 +0000 2017,"@116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN"
5285,2,5284,116923,True,Sun Nov 26 00:31:15 +0000 2017,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :)
5285,3,5286,AmazonHelp,False,Sun Nov 26 00:46:00 +0000 2017,@116923 Thanks for the information. We've responded to your DM. ^GG
5315,0,5315,116932,True,Sat Nov 25 14:48:43 +0000 2017,@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service
5315,1,5313,AmazonHelp,False,Sat Nov 25 14:53:26 +0000 2017,"@116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL"
5315,2,5312,116932,True,Sat Nov 25 23:42:41 +0000 2017,"@AmazonHelp Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out."
5315,3,5311,AmazonHelp,False,Sat Nov 25 23:45:03 +0000 2017,@116932 Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO
5315,4,5310,116932,True,Sat Nov 25 23:50:44 +0000 2017,@AmazonHelp Yes.
5315,5,5309,AmazonHelp,False,Sat Nov 25 23:58:37 +0000 2017,@116932 Can you tell us when this information was submitted? Account Specialists can take up to 2 business days to investigate an account when the information has been sent. ^EZ
5315,6,5308,116932,True,Sun Nov 26 00:13:29 +0000 2017,@AmazonHelp 10 hours ago.
5315,7,5306,AmazonHelp,False,Sun Nov 26 00:15:31 +0000 2017,@116932 Gotcha- Let us know if you haven't heard back from them on Tuesday. ^BL
5315,8,5307,116932,True,Sun Nov 26 00:16:46 +0000 2017,"@AmazonHelp Can do, but that means I will miss out on Black Friday and Cyber Monday shopping."
5319,0,5319,116933,True,Sat Nov 25 23:54:36 +0000 2017,"Ach schau an. Meine Bestellung war unzustellbar... @AmazonHelp, was ist da denn passiert? Bekomme ich mein Geld nun wieder?"
5319,1,5318,AmazonHelp,False,Sun Nov 26 00:05:51 +0000 2017,@116933 Bei unzustellbaren Sendungen wird gewöhnlich nach Bearbeitung der Retoure eine Erstattung veranlasst. Den Grund können wir von hier aus leider nicht einsehen. Bei Fragen hierzu kannst du dich gerne per E-mail/Telefon an unseren Kundenservice wenden. Schönen Abend ^MH
5319,2,5317,116933,True,Sun Nov 26 00:07:40 +0000 2017,"@AmazonHelp Danke für die schnelle Antwort... ja, ich werde mal nachfragen, was da schiefgelaufen sein soll. Ihnen auch einen schönen Abend noch."
5319,3,5316,AmazonHelp,False,Sun Nov 26 00:15:31 +0000 2017,@116933 Danke :-)
5331,0,5331,116936,True,Sat Nov 25 19:49:27 +0000 2017,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?
5331,1,5330,AmazonHelp,False,Sat Nov 25 19:53:00 +0000 2017,"@116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: https://t.co/aaDyEz1VgE? ^DW"
5331,2,5328,116936,True,Sun Nov 26 00:06:14 +0000 2017,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address
5331,3,5326,AmazonHelp,False,Sun Nov 26 00:13:26 +0000 2017,"@116936 Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate.  ^LR"
5331,4,5327,116936,True,Sun Nov 26 09:54:28 +0000 2017,@AmazonHelp But why has every item got  3+ days processing time when it's usually next day
5331,5,5329,AmazonHelp,False,Sun Nov 26 10:01:53 +0000 2017,@116936 Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt ^KI
5796,0,5796,117089,True,Tue Oct 31 23:01:14 +0000 2017,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp
5796,1,5795,AmazonHelp,False,Tue Oct 31 23:31:27 +0000 2017,"@117089 I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB"
5796,2,5793,117089,True,Tue Oct 31 23:32:26 +0000 2017,@AmazonHelp I’m trying off my fire stick
5796,3,5791,AmazonHelp,False,Tue Oct 31 23:38:00 +0000 2017,@117089 (2/2) ... please reach out to us for real-time troubleshooting here: https://t.co/hApLpMlfHN ^WT
5796,4,5792,117089,True,Tue Oct 31 23:38:44 +0000 2017,"@AmazonHelp Okay, thanks so much!"
8511,0,8511,117493,True,Tue Oct 31 23:52:35 +0000 2017,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.
8511,1,8510,AmazonHelp,False,Tue Oct 31 23:56:29 +0000 2017,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC"
8524,0,8524,117497,True,Tue Oct 31 23:43:44 +0000 2017,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!
8524,1,8523,AmazonHelp,False,Tue Oct 31 23:49:32 +0000 2017,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD"
8581,0,8581,117511,True,Wed Nov 22 11:20:19 +0000 2017,@AmazonHelp hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?
8581,1,8580,AmazonHelp,False,Wed Nov 22 11:46:00 +0000 2017,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here:

https://t.co/dexHjftwpD

-RD"
9129,0,9129,117632,True,Tue Oct 31 23:59:46 +0000 2017,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!
9129,1,9128,AmazonHelp,False,Wed Nov 01 00:10:28 +0000 2017,"@117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB"
9129,2,9125,117632,True,Wed Nov 01 00:11:46 +0000 2017,@AmazonHelp I'm UK based. Are the contact details the same?
9129,3,9122,AmazonHelp,False,Wed Nov 01 00:13:31 +0000 2017,@117632 Sorry! Try this one instead: https://t.co/JzP7hlA23B ^TR
9129,4,9123,117632,True,Wed Nov 01 07:28:02 +0000 2017,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!
9129,5,9126,AmazonHelp,False,Wed Nov 01 07:41:27 +0000 2017,@117632 Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: https://t.co/zYVX1Qi29G ^DC
9129,6,9127,117632,True,Wed Nov 01 07:49:02 +0000 2017,@AmazonHelp Thank you
9132,0,9132,117633,True,Wed Nov 01 00:09:41 +0000 2017,Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp
9132,1,9130,AmazonHelp,False,Wed Nov 01 00:11:24 +0000 2017,@117633 Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN. ^EZ
9132,2,9131,117633,True,Wed Nov 01 00:17:07 +0000 2017,@AmazonHelp I appreciate the quick reply!!!
9137,0,9137,117636,True,Wed Nov 01 00:00:01 +0000 2017,@AmazonHelp Had a package scheduled for delivery today and it didn’t come I’m not happy
9137,1,9136,AmazonHelp,False,Wed Nov 01 00:06:28 +0000 2017,@117636 I'm sorry your shipment hasn't arrived; what is the latest status on the order: https://t.co/Y5jpI9gRhE? ^LR
9817,0,9817,117800,True,Tue Oct 31 23:58:58 +0000 2017,Please explain this @AmazonHelp https://t.co/VJ4d1ii4PH
9817,1,9815,AmazonHelp,False,Wed Nov 01 00:17:00 +0000 2017,@117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO
9817,2,9816,117800,True,Wed Nov 01 00:49:54 +0000 2017,@AmazonHelp you it is late but It is fine I just thought it was hilarious
10321,0,10321,117870,True,Thu Nov 30 20:34:18 +0000 2017,"@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks"
10321,1,10320,AmazonHelp,False,Thu Nov 30 20:43:13 +0000 2017,@117870 I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: https://t.co/JzP7hlA23B ^WT
10629,0,10629,117946,True,Wed Nov 01 00:36:05 +0000 2017,@AmazonHelp why doesn't blue light filter work on kids account on the fire kids edition?
10629,1,10627,AmazonHelp,False,Wed Nov 01 00:43:36 +0000 2017,@117946 I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT
10629,2,10628,117946,True,Wed Nov 01 03:19:05 +0000 2017,@AmazonHelp why not? Does Amazon not care about children?
10645,0,10645,117949,True,Wed Nov 01 00:31:14 +0000 2017,@AmazonHelp did amazon get hacked?
10645,1,10644,AmazonHelp,False,Wed Nov 01 00:40:31 +0000 2017,@117949 We'd like to help! Have you noticed any unauthorized activity on your account? ^VB
11044,0,11044,118083,True,Wed Nov 01 00:20:54 +0000 2017,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback https://t.co/CeRSmNOEdK
11044,1,11043,AmazonHelp,False,Wed Nov 01 00:53:30 +0000 2017,"@118083 Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM"
11046,0,11046,117955,True,Wed Nov 01 00:49:17 +0000 2017,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd
11046,1,11045,AmazonHelp,False,Wed Nov 01 00:52:35 +0000 2017,@117955 I am so sorry about that! Who was the carrier? You can find that info here: https://t.co/Y5jpI9gRhE? ^BA
11053,0,11053,118084,True,Wed Nov 01 00:17:36 +0000 2017,@AmazonHelp it's been 7 days &amp; my @115821 order still hasn't shipped. #fail https://t.co/apV29xdWuM
11053,1,11052,AmazonHelp,False,Wed Nov 01 00:44:47 +0000 2017,@118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: https://t.co/Y5jpI9gRhE  ^LM
11053,2,11049,118084,True,Wed Nov 01 00:49:34 +0000 2017,@AmazonHelp Original promised delivery date was yesterday to this Friday.
11053,3,11047,AmazonHelp,False,Wed Nov 01 00:52:35 +0000 2017,@118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR
11053,4,11048,118084,True,Wed Nov 01 01:13:03 +0000 2017,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery"
11053,5,11050,AmazonHelp,False,Wed Nov 01 01:24:34 +0000 2017,@118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ
11053,6,11051,118084,True,Wed Nov 01 01:26:02 +0000 2017,@AmazonHelp Will do. Thanks
11060,0,11060,118086,True,Wed Nov 01 00:43:30 +0000 2017,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again
